date_of_purchase,name_of_purchaser,Prefix,bond_number,denominations
3-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13795,"10,00,000"
3-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13791,"10,00,000"
3-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13797,"10,00,000"
3-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13799,"10,00,000"
3-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13789,"10,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,OC,5744,"1,00,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,OC,5747,"1,00,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,OC,5741,"1,00,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,TL,134,"10,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,TL,141,"10,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,TL,102,"10,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,TL,154,"10,00,000"
3-Apr-21,SOUTH ASIA FM LIMITED,TL,147,"10,00,000"
3-Apr-21,SUN DISTRIBUTION SERVICES PVT LTD,OC,8460,"1,00,00,000"
3-Apr-21,SUN DISTRIBUTION SERVICES PVT LTD,OC,8458,"1,00,00,000"
3-Apr-21,SUN DISTRIBUTION SERVICES PVT LTD,OC,8455,"1,00,00,000"
3-Apr-21,THE INDIA CEMENTS LTD,OC,8466,"1,00,00,000"
3-Apr-21,THE INDIA CEMENTS LTD,OC,8469,"1,00,00,000"
3-Apr-21,THE INDIA CEMENTS LTD,OC,8462,"1,00,00,000"
3-Apr-21,THE INDIA CEMENTS LTD,OC,8473,"1,00,00,000"
5-Apr-21,BALU CEMENT CORPORATION,OC,8467,"1,00,00,000"
5-Apr-21,BALU CEMENT CORPORATION,OC,8470,"1,00,00,000"
5-Apr-21,BALU CEMENT CORPORATION,TL,143,"10,00,000"
5-Apr-21,BALU CEMENT CORPORATION,TL,132,"10,00,000"
5-Apr-21,BALU CEMENT CORPORATION,TL,119,"10,00,000"
5-Apr-21,BALU CEMENT CORPORATION,TL,104,"10,00,000"
5-Apr-21,BALU CEMENT CORPORATION,TL,109,"10,00,000"
5-Apr-21,BALU IRON AND STEEL COMPANY,OC,8461,"1,00,00,000"
5-Apr-21,BALU IRON AND STEEL COMPANY,OC,8474,"1,00,00,000"
5-Apr-21,BALU IRON AND STEEL COMPANY,OC,8463,"1,00,00,000"
5-Apr-21,BALU IRON AND STEEL COMPANY,OC,8465,"1,00,00,000"
5-Apr-21,BALU IRON AND STEEL COMPANY,OC,8472,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8037,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8054,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8058,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8068,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8025,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8441,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8414,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8072,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8009,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8049,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8041,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8425,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8056,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8439,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8045,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8023,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8437,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8002,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8039,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8051,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,7975,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8021,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8419,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8404,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8015,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8427,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8060,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8443,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8412,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8062,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8017,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8429,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8435,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8011,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8431,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8406,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8043,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8033,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8013,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8070,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8417,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8035,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8074,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8416,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8423,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8064,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8066,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8047,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8402,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8410,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8019,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8421,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8408,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,OC,8433,"1,00,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,TL,13790,"10,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,TL,13796,"10,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,TL,13792,"10,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,TL,13794,"10,00,000"
5-Apr-21,ESSEL MINING AND INDS LTD,TL,13798,"10,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8559,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8552,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8567,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8558,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8568,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8550,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8539,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8546,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8571,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8532,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8548,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8526,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8533,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8554,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8574,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8538,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8541,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8565,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8570,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8573,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8563,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8529,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8561,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8540,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8566,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8557,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8564,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8535,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8553,"1,00,00,000"
5-Apr-21,FUTURE GAMING AND HOTEL SERVICES PR,OC,8560,"1,00,00,000"
