date_of_encashment,name_of_political_party,bond_number,denominations
12-Apr-19,BHARATIYA JANATA PARTY,10534,1000000
12-Apr-19,BHARATIYA JANATA PARTY,10525,1000000
12-Apr-19,BHARATIYA JANATA PARTY,10514,1000000
12-Apr-19,BHARATIYA JANATA PARTY,10521,1000000
12-Apr-19,BHARATIYA JANATA PARTY,10512,1000000
12-Apr-19,BHARATIYA JANATA PARTY,10519,1000000
12-Apr-19,BHARATIYA JANATA PARTY,10516,1000000
12-Apr-19,BHARATIYA JANATA PARTY,2124,100000
12-Apr-19,BHARATIYA JANATA PARTY,2132,100000
12-Apr-19,BHARATIYA JANATA PARTY,2122,100000
12-Apr-19,BHARATIYA JANATA PARTY,2126,100000
12-Apr-19,BHARATIYA JANATA PARTY,2128,100000
12-Apr-19,BHARATIYA JANATA PARTY,2134,100000
12-Apr-19,BHARATIYA JANATA PARTY,2130,100000
12-Apr-19,BHARATIYA JANATA PARTY,2136,100000
12-Apr-19,BHARATIYA JANATA PARTY,2140,100000
12-Apr-19,BHARATIYA JANATA PARTY,2138,100000
12-Apr-19,BHARATIYA JANATA PARTY,2149,100000
12-Apr-19,BHARATIYA JANATA PARTY,2131,100000
12-Apr-19,BHARATIYA JANATA PARTY,2145,100000
12-Apr-19,BHARATIYA JANATA PARTY,2135,100000
12-Apr-19,BHARATIYA JANATA PARTY,2141,100000
12-Apr-19,BHARATIYA JANATA PARTY,2137,100000
12-Apr-19,BHARATIYA JANATA PARTY,2139,100000
12-Apr-19,BHARATIYA JANATA PARTY,2143,100000
12-Apr-19,BHARATIYA JANATA PARTY,2133,100000
12-Apr-19,BHARATIYA JANATA PARTY,2147,100000
12-Apr-19,BHARATIYA JANATA PARTY,3056,100000
12-Apr-19,BHARATIYA JANATA PARTY,3059,100000
12-Apr-19,BHARATIYA JANATA PARTY,3064,100000
12-Apr-19,BHARATIYA JANATA PARTY,3053,100000
12-Apr-19,BHARATIYA JANATA PARTY,3062,100000
12-Apr-19,BHARATIYA JANATA PARTY,3101,100000
12-Apr-19,BHARATIYA JANATA PARTY,3102,100000
12-Apr-19,BHARATIYA JANATA PARTY,3106,100000
12-Apr-19,BHARATIYA JANATA PARTY,3105,100000
12-Apr-19,BHARATIYA JANATA PARTY,3103,100000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2586,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2603,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5253,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5252,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5255,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5251,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5254,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5257,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5258,10000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11010,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11004,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11006,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11002,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11008,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",772,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",774,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",770,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",766,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",768,1000000
12-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",7523,1000000
12-Apr-19,SHIVSENA,6639,10000000
12-Apr-19,SHIVSENA,6633,10000000
12-Apr-19,SHIVSENA,6859,1000000
12-Apr-19,SHIVSENA,6857,1000000
12-Apr-19,SHIVSENA,6861,1000000
12-Apr-19,SHIVSENA,6853,1000000
12-Apr-19,SHIVSENA,6855,1000000
12-Apr-19,SHIVSENA,12332,1000000
12-Apr-19,SHIVSENA,12330,1000000
12-Apr-19,SHIVSENA,12428,1000000
12-Apr-19,SHIVSENA,12426,1000000
12-Apr-19,SHIVSENA,12424,1000000
12-Apr-19,SHIVSENA,12430,1000000
12-Apr-19,SHIVSENA,12422,1000000
12-Apr-19,SHIVSENA,12490,1000000
12-Apr-19,SHIVSENA,12486,1000000
12-Apr-19,SHIVSENA,12495,1000000
12-Apr-19,SHIVSENA,12488,1000000
12-Apr-19,SHIVSENA,12499,1000000
12-Apr-19,TELUGU DESAM PARTY,12011,1000000
12-Apr-19,TELUGU DESAM PARTY,12009,1000000
12-Apr-19,TELUGU DESAM PARTY,12030,1000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),4272,10000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),4536,10000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),4526,10000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),4538,10000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),4518,10000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),5353,10000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),7536,1000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),7538,1000000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),23624,100000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),23620,100000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),23618,100000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),23622,100000
12-Apr-19,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),23626,100000
15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,162,100000
15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,187,100000
15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,174,100000
15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,179,100000
15-Apr-19,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,165,100000
15-Apr-19,BHARATIYA JANATA PARTY,4314,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4318,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4316,10000000
15-Apr-19,BHARATIYA JANATA PARTY,3676,10000000
15-Apr-19,BHARATIYA JANATA PARTY,3679,10000000
15-Apr-19,BHARATIYA JANATA PARTY,3680,10000000
15-Apr-19,BHARATIYA JANATA PARTY,3682,10000000
15-Apr-19,BHARATIYA JANATA PARTY,3681,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2617,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2602,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2594,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2595,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4512,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4519,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2597,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4532,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4511,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4533,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4523,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4508,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4530,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4514,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4516,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4534,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2598,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4520,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4513,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4515,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4524,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2599,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4517,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4521,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4527,10000000
15-Apr-19,BHARATIYA JANATA PARTY,2600,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4529,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4525,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4531,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4522,10000000
15-Apr-19,BHARATIYA JANATA PARTY,4528,10000000
15-Apr-19,BHARATIYA JANATA PARTY,5165,10000000
15-Apr-19,BHARATIYA JANATA PARTY,5167,10000000
15-Apr-19,BHARATIYA JANATA PARTY,5166,10000000
15-Apr-19,BHARATIYA JANATA PARTY,5259,10000000
15-Apr-19,BHARATIYA JANATA PARTY,6871,1000000
15-Apr-19,BHARATIYA JANATA PARTY,6865,1000000
15-Apr-19,BHARATIYA JANATA PARTY,6863,1000000
15-Apr-19,BHARATIYA JANATA PARTY,6867,1000000
15-Apr-19,BHARATIYA JANATA PARTY,6869,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12372,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12366,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12380,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12382,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12376,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12374,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12368,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12370,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12378,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12362,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12360,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12377,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12364,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12381,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12379,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12803,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12491,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12497,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12801,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12493,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11226,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11229,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11231,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11230,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11227,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11250,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11254,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11260,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11256,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11258,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11252,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11251,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11259,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11257,1000000
15-Apr-19,BHARATIYA JANATA PARTY,11253,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3231,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3237,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3241,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3240,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3227,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3235,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3239,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3242,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3229,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3233,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12026,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12028,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12022,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12027,1000000
15-Apr-19,BHARATIYA JANATA PARTY,12024,1000000
15-Apr-19,BHARATIYA JANATA PARTY,10900,1000000
15-Apr-19,BHARATIYA JANATA PARTY,10899,1000000
15-Apr-19,BHARATIYA JANATA PARTY,10901,1000000
15-Apr-19,BHARATIYA JANATA PARTY,10898,1000000
15-Apr-19,BHARATIYA JANATA PARTY,10897,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9424,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9421,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9427,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9419,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9415,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9423,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9425,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9422,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9426,1000000
15-Apr-19,BHARATIYA JANATA PARTY,9420,1000000
15-Apr-19,BHARATIYA JANATA PARTY,3063,100000
15-Apr-19,BHARATIYA JANATA PARTY,3073,100000
15-Apr-19,BHARATIYA JANATA PARTY,3085,100000
15-Apr-19,BHARATIYA JANATA PARTY,3071,100000
15-Apr-19,BHARATIYA JANATA PARTY,3097,100000
15-Apr-19,DRAVIDA MUNNETRA KAZHAGAM (DMK),2604,10000000
15-Apr-19,DRAVIDA MUNNETRA KAZHAGAM (DMK),5361,10000000
15-Apr-19,DRAVIDA MUNNETRA KAZHAGAM (DMK),5734,10000000
15-Apr-19,DRAVIDA MUNNETRA KAZHAGAM (DMK),5740,10000000
15-Apr-19,DRAVIDA MUNNETRA KAZHAGAM (DMK),5742,10000000
15-Apr-19,DRAVIDA MUNNETRA KAZHAGAM (DMK),5737,10000000
15-Apr-19,DRAVIDA MUNNETRA KAZHAGAM (DMK),5745,10000000
15-Apr-19,JANATA DAL ( SECULAR ),11222,1000000
15-Apr-19,JANATA DAL ( SECULAR ),11224,1000000
15-Apr-19,JANATA DAL ( SECULAR ),11221,1000000
15-Apr-19,JANATA DAL ( SECULAR ),11225,1000000
15-Apr-19,JANATA DAL ( SECULAR ),11223,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7528,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7530,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7526,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7524,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7531,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12038,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12045,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12041,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12036,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12043,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12040,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12042,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12037,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12035,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12039,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7529,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7527,1000000
15-Apr-19,JANATA DAL ( SECULAR ),12033,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7525,1000000
15-Apr-19,JANATA DAL ( SECULAR ),7532,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,6856,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,6854,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,6858,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,6862,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,6860,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12420,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12436,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12440,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12432,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12438,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12444,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12448,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12446,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12434,1000000
15-Apr-19,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,12442,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5863,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5865,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5867,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5869,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2792,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2796,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2794,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2608,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2610,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2601,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2605,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2607,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2616,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2609,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2593,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2592,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4537,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4535,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1351,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5156,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5157,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5160,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5155,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5141,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5153,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5158,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5152,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5159,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5154,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",746,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",748,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",750,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2854,10000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12416,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12414,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12418,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12410,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12412,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",778,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11233,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11232,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11235,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11234,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",11209,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4213,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4221,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4219,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4203,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4201,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4211,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4217,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4227,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4223,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4209,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",4225,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9406,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9435,1000000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",16627,100000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",16623,100000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",16629,100000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",16625,100000
15-Apr-19,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",16631,100000
15-Apr-19,SHIVSENA,6666,10000000
15-Apr-19,SHIVSENA,12957,1000000
15-Apr-19,SHIVSENA,12965,1000000
15-Apr-19,SHIVSENA,12848,1000000
15-Apr-19,SHIVSENA,12967,1000000
15-Apr-19,SHIVSENA,12955,1000000
15-Apr-19,SHIVSENA,12850,1000000
15-Apr-19,SHIVSENA,12959,1000000
15-Apr-19,SHIVSENA,12963,1000000
15-Apr-19,SHIVSENA,12961,1000000
15-Apr-19,SHIVSENA,12969,1000000
15-Apr-19,TELUGU DESAM PARTY,5750,10000000
15-Apr-19,TELUGU DESAM PARTY,5728,10000000
15-Apr-19,TELUGU DESAM PARTY,5731,10000000
15-Apr-19,TELUGU DESAM PARTY,5724,10000000
15-Apr-19,TELUGU DESAM PARTY,5723,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1015,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1017,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1016,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1088,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1089,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4545,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4601,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4544,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4546,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4540,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4549,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4541,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4543,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4548,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,4542,10000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11295,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11296,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11298,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11300,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11299,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11350,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11404,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11402,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11405,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11403,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11348,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11406,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11337,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11401,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11349,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11414,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11415,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11413,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11412,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,11409,1000000
16-Apr-19,ALL INDIA TRINAMOOL CONGRESS,1076,100000
16-Apr-19,BHARATIYA JANATA PARTY,4191,10000000
16-Apr-19,BHARATIYA JANATA PARTY,4277,10000000
16-Apr-19,BHARATIYA JANATA PARTY,4291,10000000
16-Apr-19,BHARATIYA JANATA PARTY,4287,10000000
16-Apr-19,BHARATIYA JANATA PARTY,4289,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6615,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6613,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6623,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6621,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6627,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6625,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6631,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6629,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6617,10000000
16-Apr-19,BHARATIYA JANATA PARTY,6619,10000000
